customer_id,interaction_type,interaction_outcome,payment_method,payment_status,Transaction_type,TheLastTransDate,Months_Since_Last_Transaction,Target
8418,Complaint,Resolved,PayPal,Refunded,Purchase,2022-03-18,31,0
8418,Complaint,Unresolved,PayPal,Refunded,Purchase,2022-03-18,31,0
8418,Feedback,Implemented,PayPal,Refunded,Purchase,2022-03-18,31,0
8418,Support Request,Implemented,PayPal,Refunded,Purchase,2022-03-18,31,0
3245,Feedback,Resolved,Debit Card,Completed,Purchase,2022-03-18,31,0
3245,Feedback,Resolved,Debit Card,Pending,Refund,2022-03-18,31,0
3245,Support Request,Implemented,Debit Card,Completed,Purchase,2022-03-18,31,0
3245,Support Request,Implemented,Debit Card,Pending,Refund,2022-03-18,31,0
9218,Complaint,Unresolved,Credit Card,Pending,Refund,2022-03-19,31,0
9218,Complaint,Unresolved,PayPal,Completed,Refund,2022-03-19,31,0
9218,Feedback,Resolved,Credit Card,Pending,Refund,2022-03-19,31,0
9218,Feedback,Resolved,PayPal,Completed,Refund,2022-03-19,31,0
10306,Support Request,Resolved,Credit Card,Pending,Purchase,2022-03-19,31,0
10306,Support Request,Resolved,Debit Card,Completed,Purchase,2022-03-19,31,0
5906,Feedback,Pending,Debit Card,Refunded,Purchase,2022-03-20,31,0
6082,Support Request,Resolved,Credit Card,Pending,Refund,2022-03-20,31,0
95,Support Request,Pending,PayPal,Refunded,Purchase,2022-03-20,31,0
9624,Complaint,Unresolved,Credit Card,Completed,Purchase,2022-03-21,31,0
9624,Complaint,Unresolved,Debit Card,Completed,Purchase,2022-03-21,31,0
9624,Complaint,Unresolved,PayPal,Pending,Refund,2022-03-21,31,0
8891,Feedback,Unresolved,Debit Card,Pending,Purchase,2022-03-22,31,0
8891,Feedback,Unresolved,PayPal,Pending,Refund,2022-03-22,31,0
3933,Feedback,Unresolved,Credit Card,Pending,Refund,2022-03-22,31,0
6753,Complaint,Resolved,Credit Card,Refunded,Refund,2022-03-23,31,0
6753,Complaint,Resolved,PayPal,Completed,Purchase,2022-03-23,31,0
6753,Feedback,Implemented,Credit Card,Refunded,Refund,2022-03-23,31,0
6753,Feedback,Implemented,PayPal,Completed,Purchase,2022-03-23,31,0
6753,Support Request,Resolved,Credit Card,Refunded,Refund,2022-03-23,31,0
6753,Support Request,Resolved,PayPal,Completed,Purchase,2022-03-23,31,0
6459,Support Request,Implemented,PayPal,Completed,Purchase,2022-03-25,31,0
6459,Support Request,Implemented,PayPal,Refunded,Purchase,2022-03-25,31,0
6459,Support Request,Pending,PayPal,Completed,Purchase,2022-03-25,31,0
6459,Support Request,Pending,PayPal,Refunded,Purchase,2022-03-25,31,0
10338,Support Request,Unresolved,PayPal,Pending,Purchase,2022-03-25,31,0
4498,Complaint,Pending,PayPal,Refunded,Refund,2022-03-25,31,0
4498,Support Request,Resolved,PayPal,Refunded,Refund,2022-03-25,31,0
3785,Complaint,Implemented,Credit Card,Completed,Refund,2022-03-26,31,0
3785,Complaint,Implemented,Debit Card,Completed,Refund,2022-03-26,31,0
3785,Complaint,Implemented,Debit Card,Pending,Refund,2022-03-26,31,0
3785,Complaint,Implemented,PayPal,Refunded,Refund,2022-03-26,31,0
3785,Complaint,Unresolved,Credit Card,Completed,Refund,2022-03-26,31,0
3785,Complaint,Unresolved,Debit Card,Completed,Refund,2022-03-26,31,0
3785,Complaint,Unresolved,Debit Card,Pending,Refund,2022-03-26,31,0
3785,Complaint,Unresolved,PayPal,Refunded,Refund,2022-03-26,31,0
3785,Feedback,Resolved,Credit Card,Completed,Refund,2022-03-26,31,0
3785,Feedback,Resolved,Debit Card,Completed,Refund,2022-03-26,31,0
3785,Feedback,Resolved,Debit Card,Pending,Refund,2022-03-26,31,0
3785,Feedback,Resolved,PayPal,Refunded,Refund,2022-03-26,31,0
9595,Complaint,Unresolved,Credit Card,Completed,Purchase,2022-03-26,31,0
9286,Feedback,Resolved,PayPal,Refunded,Refund,2022-03-27,31,0
9356,Complaint,Implemented,Credit Card,Refunded,Refund,2022-03-27,31,0
9356,Complaint,Implemented,Debit Card,Refunded,Purchase,2022-03-27,31,0
9356,Complaint,Unresolved,Credit Card,Refunded,Refund,2022-03-27,31,0
9356,Complaint,Unresolved,Debit Card,Refunded,Purchase,2022-03-27,31,0
10710,Complaint,Resolved,Debit Card,Completed,Refund,2022-03-28,31,0
3696,Feedback,Pending,PayPal,Completed,Purchase,2022-03-28,31,0
3696,Support Request,Resolved,PayPal,Completed,Purchase,2022-03-28,31,0
3114,Support Request,Unresolved,Credit Card,Completed,Purchase,2022-03-28,31,0
3114,Support Request,Unresolved,Debit Card,Completed,Purchase,2022-03-28,31,0
4514,Complaint,Resolved,Credit Card,Refunded,Purchase,2022-03-28,31,0
4514,Complaint,Resolved,PayPal,Refunded,Purchase,2022-03-28,31,0
4514,Support Request,Implemented,Credit Card,Refunded,Purchase,2022-03-28,31,0
4514,Support Request,Implemented,PayPal,Refunded,Purchase,2022-03-28,31,0
4277,Complaint,Unresolved,Credit Card,Refunded,Refund,2022-03-28,31,0
299,Support Request,Pending,Credit Card,Completed,Refund,2022-03-28,31,0
1707,Feedback,Implemented,Credit Card,Refunded,Refund,2022-03-30,31,0
2226,Complaint,Implemented,Credit Card,Refunded,Refund,2022-03-30,31,0
2226,Complaint,Implemented,PayPal,Completed,Refund,2022-03-30,31,0
2226,Support Request,Pending,Credit Card,Refunded,Refund,2022-03-30,31,0
2226,Support Request,Pending,PayPal,Completed,Refund,2022-03-30,31,0
4446,Feedback,Unresolved,PayPal,Completed,Purchase,2022-03-30,31,0
3006,Support Request,Implemented,Credit Card,Pending,Purchase,2022-03-31,31,0
2736,Complaint,Unresolved,Debit Card,Completed,Refund,2022-04-01,30,0
10238,Complaint,Pending,Credit Card,Pending,Refund,2022-04-01,30,0
10238,Complaint,Pending,Debit Card,Refunded,Refund,2022-04-01,30,0
9761,Complaint,Unresolved,PayPal,Completed,Purchase,2022-04-01,30,0
9761,Complaint,Unresolved,PayPal,Refunded,Purchase,2022-04-01,30,0
9761,Feedback,Resolved,PayPal,Completed,Purchase,2022-04-01,30,0
9761,Feedback,Resolved,PayPal,Refunded,Purchase,2022-04-01,30,0
3643,Complaint,Resolved,Debit Card,Refunded,Purchase,2022-04-02,30,0
3643,Complaint,Unresolved,Debit Card,Refunded,Purchase,2022-04-02,30,0
5049,Complaint,Pending,PayPal,Refunded,Purchase,2022-04-03,30,0
5049,Feedback,Pending,PayPal,Refunded,Purchase,2022-04-03,30,0
5049,Support Request,Resolved,PayPal,Refunded,Purchase,2022-04-03,30,0
8768,Feedback,Pending,Debit Card,Pending,Refund,2022-04-03,30,0
8768,Feedback,Resolved,Debit Card,Pending,Refund,2022-04-03,30,0
8768,Support Request,Unresolved,Debit Card,Pending,Refund,2022-04-03,30,0
8084,Feedback,Implemented,Credit Card,Completed,Refund,2022-04-03,30,0
8084,Feedback,Implemented,Credit Card,Pending,Purchase,2022-04-03,30,0
6290,Complaint,Implemented,PayPal,Completed,Purchase,2022-04-04,30,0
6278,Support Request,Implemented,Debit Card,Pending,Refund,2022-04-05,30,0
3582,Complaint,Resolved,PayPal,Completed,Refund,2022-04-05,30,0
3582,Complaint,Resolved,PayPal,Refunded,Purchase,2022-04-05,30,0
1578,Complaint,Implemented,Credit Card,Completed,Refund,2022-04-05,30,0
1578,Complaint,Implemented,PayPal,Refunded,Purchase,2022-04-05,30,0
1578,Feedback,Pending,Credit Card,Completed,Refund,2022-04-05,30,0
1578,Feedback,Pending,PayPal,Refunded,Purchase,2022-04-05,30,0
10272,Complaint,Implemented,Credit Card,Refunded,Purchase,2022-04-07,30,0
10272,Complaint,Implemented,PayPal,Refunded,Refund,2022-04-07,30,0
10272,Support Request,Resolved,Credit Card,Refunded,Purchase,2022-04-07,30,0
10272,Support Request,Resolved,PayPal,Refunded,Refund,2022-04-07,30,0
10326,Feedback,Pending,Debit Card,Refunded,Refund,2022-04-08,30,0
9414,Support Request,Implemented,PayPal,Completed,Purchase,2022-04-08,30,0
5719,Support Request,Implemented,Credit Card,Pending,Purchase,2022-04-08,30,0
2515,Complaint,Pending,Credit Card,Completed,Refund,2022-04-08,30,0
2515,Complaint,Pending,PayPal,Refunded,Refund,2022-04-08,30,0
2515,Support Request,Unresolved,Credit Card,Completed,Refund,2022-04-08,30,0
2515,Support Request,Unresolved,PayPal,Refunded,Refund,2022-04-08,30,0
3494,Complaint,Resolved,Debit Card,Refunded,Refund,2022-04-08,30,0
3494,Complaint,Resolved,PayPal,Pending,Refund,2022-04-08,30,0
10051,Complaint,Unresolved,Credit Card,Refunded,Purchase,2022-04-09,30,0
10051,Complaint,Unresolved,PayPal,Completed,Purchase,2022-04-09,30,0
9819,Support Request,Resolved,Debit Card,Completed,Purchase,2022-04-09,30,0
9819,Support Request,Unresolved,Debit Card,Completed,Purchase,2022-04-09,30,0
2069,Feedback,Implemented,PayPal,Pending,Refund,2022-04-10,30,0
2069,Feedback,Resolved,PayPal,Pending,Refund,2022-04-10,30,0
159,Feedback,Unresolved,Credit Card,Refunded,Refund,2022-04-11,30,0
510,Feedback,Implemented,PayPal,Completed,Refund,2022-04-11,30,0
510,Support Request,Implemented,PayPal,Completed,Refund,2022-04-11,30,0
3750,Support Request,Resolved,Credit Card,Refunded,Purchase,2022-04-11,30,0
3750,Support Request,Resolved,Debit Card,Pending,Refund,2022-04-11,30,0
10030,Support Request,Unresolved,PayPal,Completed,Purchase,2022-04-11,30,0
10707,Support Request,Pending,Debit Card,Pending,Purchase,2022-04-11,30,0
9464,Complaint,Implemented,Debit Card,Completed,Refund,2022-04-12,30,0
9464,Complaint,Pending,Debit Card,Completed,Refund,2022-04-12,30,0
9464,Complaint,Unresolved,Debit Card,Completed,Refund,2022-04-12,30,0
496,Support Request,Implemented,Debit Card,Pending,Refund,2022-04-12,30,0
639,Feedback,Implemented,PayPal,Pending,Purchase,2022-04-12,30,0
639,Feedback,Implemented,PayPal,Refunded,Refund,2022-04-12,30,0
408,Feedback,Implemented,Debit Card,Pending,Purchase,2022-04-13,30,0
2984,Complaint,Unresolved,Debit Card,Completed,Refund,2022-04-13,30,0
3141,Complaint,Resolved,Debit Card,Completed,Purchase,2022-04-14,30,0
3141,Complaint,Resolved,PayPal,Pending,Refund,2022-04-14,30,0
8647,Feedback,Implemented,Credit Card,Completed,Refund,2022-04-14,30,0
8647,Feedback,Implemented,PayPal,Completed,Purchase,2022-04-14,30,0
8647,Support Request,Implemented,Credit Card,Completed,Refund,2022-04-14,30,0
8647,Support Request,Implemented,PayPal,Completed,Purchase,2022-04-14,30,0
10774,Support Request,Resolved,PayPal,Pending,Refund,2022-04-14,30,0
9946,Complaint,Implemented,Debit Card,Pending,Refund,2022-04-15,30,0
9946,Support Request,Pending,Debit Card,Pending,Refund,2022-04-15,30,0
9946,Support Request,Unresolved,Debit Card,Pending,Refund,2022-04-15,30,0
9579,Feedback,Resolved,Credit Card,Refunded,Purchase,2022-04-15,30,0
9579,Feedback,Unresolved,Credit Card,Refunded,Purchase,2022-04-15,30,0
3347,Feedback,Unresolved,Credit Card,Refunded,Purchase,2022-04-16,30,0
3347,Feedback,Unresolved,Debit Card,Completed,Purchase,2022-04-16,30,0
1294,Support Request,Resolved,Debit Card,Completed,Refund,2022-04-16,30,0
1047,Feedback,Resolved,PayPal,Refunded,Refund,2022-04-17,30,0
1047,Support Request,Pending,PayPal,Refunded,Refund,2022-04-17,30,0
4070,Feedback,Unresolved,Debit Card,Completed,Purchase,2022-04-17,30,0
3780,Complaint,Resolved,PayPal,Completed,Refund,2022-04-19,30,0
3780,Complaint,Unresolved,PayPal,Completed,Refund,2022-04-19,30,0
7510,Complaint,Resolved,Credit Card,Refunded,Purchase,2022-04-19,30,0
2612,Support Request,Unresolved,Credit Card,Pending,Purchase,2022-04-20,30,0
2612,Support Request,Unresolved,PayPal,Pending,Purchase,2022-04-20,30,0
4861,Complaint,Unresolved,Debit Card,Refunded,Refund,2022-04-21,30,0
4861,Feedback,Resolved,Debit Card,Refunded,Refund,2022-04-21,30,0
5224,Complaint,Unresolved,Credit Card,Refunded,Refund,2022-04-21,30,0
5915,Support Request,Implemented,Credit Card,Refunded,Purchase,2022-04-22,30,0
5915,Support Request,Implemented,Debit Card,Refunded,Purchase,2022-04-22,30,0
8801,Feedback,Pending,Credit Card,Completed,Purchase,2022-04-22,30,0
9844,Feedback,Pending,Credit Card,Pending,Refund,2022-04-23,30,0
1668,Feedback,Unresolved,PayPal,Refunded,Refund,2022-04-23,30,0
3615,Complaint,Unresolved,Debit Card,Pending,Purchase,2022-04-24,30,0
3615,Complaint,Unresolved,PayPal,Pending,Purchase,2022-04-24,30,0
3615,Support Request,Unresolved,Debit Card,Pending,Purchase,2022-04-24,30,0
3615,Support Request,Unresolved,PayPal,Pending,Purchase,2022-04-24,30,0
6428,Complaint,Resolved,Credit Card,Completed,Refund,2022-04-25,30,0
6428,Complaint,Resolved,PayPal,Completed,Refund,2022-04-25,30,0
6861,Feedback,Pending,PayPal,Completed,Purchase,2022-04-25,30,0
6861,Feedback,Resolved,PayPal,Completed,Purchase,2022-04-25,30,0
6861,Support Request,Unresolved,PayPal,Completed,Purchase,2022-04-25,30,0
7976,Complaint,Pending,Debit Card,Refunded,Refund,2022-04-26,30,0
7976,Feedback,Implemented,Debit Card,Refunded,Refund,2022-04-26,30,0
7976,Feedback,Resolved,Debit Card,Refunded,Refund,2022-04-26,30,0
7976,Support Request,Resolved,Debit Card,Refunded,Refund,2022-04-26,30,0
10290,Complaint,Pending,PayPal,Pending,Refund,2022-04-26,30,0
1626,Feedback,Implemented,Debit Card,Completed,Refund,2022-04-27,30,0
1626,Feedback,Implemented,PayPal,Completed,Purchase,2022-04-27,30,0
1626,Feedback,Resolved,Debit Card,Completed,Refund,2022-04-27,30,0
1626,Feedback,Resolved,PayPal,Completed,Purchase,2022-04-27,30,0
198,Feedback,Pending,Credit Card,Pending,Refund,2022-04-28,30,0
198,Feedback,Pending,PayPal,Refunded,Purchase,2022-04-28,30,0
3675,Feedback,Unresolved,PayPal,Pending,Refund,2022-04-29,30,0
2677,Complaint,Implemented,PayPal,Refunded,Purchase,2022-04-29,30,0
10686,Complaint,Unresolved,Debit Card,Completed,Purchase,2022-04-29,30,0
10686,Complaint,Unresolved,PayPal,Pending,Refund,2022-04-29,30,0
8574,Complaint,Resolved,PayPal,Completed,Refund,2022-04-29,30,0
8574,Complaint,Resolved,PayPal,Refunded,Purchase,2022-04-29,30,0
8574,Support Request,Pending,PayPal,Completed,Refund,2022-04-29,30,0
8574,Support Request,Pending,PayPal,Refunded,Purchase,2022-04-29,30,0
7639,Complaint,Implemented,PayPal,Refunded,Refund,2022-04-29,30,0
7639,Feedback,Resolved,PayPal,Refunded,Refund,2022-04-29,30,0
5125,Complaint,Pending,Debit Card,Pending,Refund,2022-04-30,30,0
5125,Support Request,Unresolved,Debit Card,Pending,Refund,2022-04-30,30,0
4193,Feedback,Implemented,Credit Card,Completed,Purchase,2022-04-30,30,0
4867,Complaint,Resolved,PayPal,Pending,Refund,2022-05-01,29,0
4867,Support Request,Implemented,PayPal,Pending,Refund,2022-05-01,29,0
2330,Feedback,Pending,PayPal,Pending,Purchase,2022-05-01,29,0
2330,Feedback,Pending,PayPal,Refunded,Refund,2022-05-01,29,0
2330,Feedback,Resolved,PayPal,Pending,Purchase,2022-05-01,29,0
2330,Feedback,Resolved,PayPal,Refunded,Refund,2022-05-01,29,0
2330,Feedback,Unresolved,PayPal,Pending,Purchase,2022-05-01,29,0
2330,Feedback,Unresolved,PayPal,Refunded,Refund,2022-05-01,29,0
2330,Support Request,Pending,PayPal,Pending,Purchase,2022-05-01,29,0
2330,Support Request,Pending,PayPal,Refunded,Refund,2022-05-01,29,0
7423,Support Request,Unresolved,Debit Card,Refunded,Purchase,2022-05-01,29,0
7423,Support Request,Unresolved,PayPal,Completed,Refund,2022-05-01,29,0
10839,Support Request,Unresolved,Credit Card,Completed,Purchase,2022-05-01,29,0
10839,Support Request,Unresolved,PayPal,Refunded,Refund,2022-05-01,29,0
6895,Complaint,Pending,PayPal,Refunded,Purchase,2022-05-02,29,0
6895,Feedback,Pending,PayPal,Refunded,Purchase,2022-05-02,29,0
3156,Feedback,Implemented,Credit Card,Completed,Purchase,2022-05-02,29,0
3156,Feedback,Implemented,Credit Card,Pending,Refund,2022-05-02,29,0
3156,Feedback,Implemented,Debit Card,Refunded,Refund,2022-05-02,29,0
3156,Feedback,Unresolved,Credit Card,Completed,Purchase,2022-05-02,29,0
3156,Feedback,Unresolved,Credit Card,Pending,Refund,2022-05-02,29,0
3156,Feedback,Unresolved,Debit Card,Refunded,Refund,2022-05-02,29,0
3294,Feedback,Resolved,PayPal,Completed,Purchase,2022-05-02,29,0
7354,Feedback,Pending,Credit Card,Refunded,Refund,2022-05-03,29,0
7354,Feedback,Pending,Debit Card,Pending,Purchase,2022-05-03,29,0
7354,Feedback,Pending,PayPal,Pending,Refund,2022-05-03,29,0
7354,Feedback,Resolved,Credit Card,Refunded,Refund,2022-05-03,29,0
7354,Feedback,Resolved,Debit Card,Pending,Purchase,2022-05-03,29,0
7354,Feedback,Resolved,PayPal,Pending,Refund,2022-05-03,29,0
10734,Complaint,Unresolved,PayPal,Pending,Purchase,2022-05-03,29,0
10328,Complaint,Unresolved,Credit Card,Pending,Refund,2022-05-03,29,0
9242,Complaint,Implemented,Debit Card,Completed,Purchase,2022-05-04,29,0
7136,Support Request,Implemented,Credit Card,Refunded,Purchase,2022-05-04,29,0
6712,Feedback,Unresolved,PayPal,Completed,Refund,2022-05-04,29,0
6712,Support Request,Pending,PayPal,Completed,Refund,2022-05-04,29,0
5585,Support Request,Resolved,Credit Card,Refunded,Refund,2022-05-04,29,0
5585,Support Request,Resolved,Debit Card,Completed,Refund,2022-05-04,29,0
4759,Support Request,Implemented,Credit Card,Refunded,Refund,2022-05-04,29,0
4759,Support Request,Implemented,Debit Card,Pending,Purchase,2022-05-04,29,0
1997,Complaint,Unresolved,Credit Card,Pending,Refund,2022-05-04,29,0
5324,Complaint,Pending,Debit Card,Completed,Refund,2022-05-05,29,0
5324,Complaint,Pending,PayPal,Completed,Purchase,2022-05-05,29,0
5324,Complaint,Pending,PayPal,Refunded,Refund,2022-05-05,29,0
5324,Support Request,Pending,Debit Card,Completed,Refund,2022-05-05,29,0
5324,Support Request,Pending,PayPal,Completed,Purchase,2022-05-05,29,0
5324,Support Request,Pending,PayPal,Refunded,Refund,2022-05-05,29,0
2725,Complaint,Resolved,Debit Card,Refunded,Refund,2022-05-05,29,0
2176,Complaint,Resolved,PayPal,Pending,Purchase,2022-05-07,29,0
2176,Feedback,Resolved,PayPal,Pending,Purchase,2022-05-07,29,0
2176,Support Request,Resolved,PayPal,Pending,Purchase,2022-05-07,29,0
6829,Feedback,Pending,Debit Card,Pending,Purchase,2022-05-07,29,0
6829,Support Request,Unresolved,Debit Card,Pending,Purchase,2022-05-07,29,0
8142,Support Request,Implemented,PayPal,Pending,Purchase,2022-05-07,29,0
8142,Support Request,Unresolved,PayPal,Pending,Purchase,2022-05-07,29,0
4866,Support Request,Unresolved,Debit Card,Pending,Purchase,2022-05-08,29,0
4141,Complaint,Implemented,Credit Card,Pending,Purchase,2022-05-09,29,0
4141,Complaint,Implemented,PayPal,Pending,Purchase,2022-05-09,29,0
210,Complaint,Pending,Debit Card,Refunded,Purchase,2022-05-09,29,0
210,Feedback,Resolved,Debit Card,Refunded,Purchase,2022-05-09,29,0
210,Support Request,Resolved,Debit Card,Refunded,Purchase,2022-05-09,29,0
10037,Complaint,Implemented,Credit Card,Completed,Refund,2022-05-09,29,0
10037,Complaint,Implemented,Debit Card,Pending,Refund,2022-05-09,29,0
10037,Complaint,Implemented,Debit Card,Refunded,Refund,2022-05-09,29,0
10037,Complaint,Pending,Credit Card,Completed,Refund,2022-05-09,29,0
10037,Complaint,Pending,Debit Card,Pending,Refund,2022-05-09,29,0
10037,Complaint,Pending,Debit Card,Refunded,Refund,2022-05-09,29,0
10037,Support Request,Implemented,Credit Card,Completed,Refund,2022-05-09,29,0
10037,Support Request,Implemented,Debit Card,Pending,Refund,2022-05-09,29,0
10037,Support Request,Implemented,Debit Card,Refunded,Refund,2022-05-09,29,0
10037,Support Request,Pending,Credit Card,Completed,Refund,2022-05-09,29,0
10037,Support Request,Pending,Debit Card,Pending,Refund,2022-05-09,29,0
10037,Support Request,Pending,Debit Card,Refunded,Refund,2022-05-09,29,0
10037,Support Request,Unresolved,Credit Card,Completed,Refund,2022-05-09,29,0
10037,Support Request,Unresolved,Debit Card,Pending,Refund,2022-05-09,29,0
10037,Support Request,Unresolved,Debit Card,Refunded,Refund,2022-05-09,29,0
6765,Complaint,Unresolved,Debit Card,Completed,Refund,2022-05-10,29,0
6765,Support Request,Pending,Debit Card,Completed,Refund,2022-05-10,29,0
1326,Feedback,Pending,PayPal,Pending,Refund,2022-05-10,29,0
1326,Feedback,Pending,PayPal,Refunded,Purchase,2022-05-10,29,0
764,Complaint,Resolved,Credit Card,Refunded,Refund,2022-05-11,29,0
182,Feedback,Pending,Debit Card,Completed,Purchase,2022-05-11,29,0
182,Feedback,Pending,Debit Card,Completed,Refund,2022-05-11,29,0
182,Support Request,Pending,Debit Card,Completed,Purchase,2022-05-11,29,0
182,Support Request,Pending,Debit Card,Completed,Refund,2022-05-11,29,0
1821,Support Request,Pending,Credit Card,Refunded,Refund,2022-05-11,29,0
1821,Support Request,Pending,PayPal,Pending,Refund,2022-05-11,29,0
1885,Complaint,Resolved,PayPal,Completed,Purchase,2022-05-11,29,0
3530,Feedback,Implemented,Credit Card,Pending,Refund,2022-05-12,29,0
3530,Feedback,Implemented,PayPal,Pending,Purchase,2022-05-12,29,0
6012,Complaint,Unresolved,Debit Card,Pending,Purchase,2022-05-13,29,0
9021,Support Request,Resolved,Credit Card,Pending,Refund,2022-05-14,29,0
1399,Support Request,Pending,PayPal,Completed,Purchase,2022-05-14,29,0
1399,Support Request,Pending,PayPal,Pending,Purchase,2022-05-14,29,0
8299,Feedback,Implemented,PayPal,Pending,Purchase,2022-05-15,29,0
9282,Support Request,Implemented,Credit Card,Completed,Refund,2022-05-16,29,0
9282,Support Request,Implemented,Debit Card,Completed,Purchase,2022-05-16,29,0
9282,Support Request,Implemented,PayPal,Refunded,Refund,2022-05-16,29,0
9282,Support Request,Pending,Credit Card,Completed,Refund,2022-05-16,29,0
9282,Support Request,Pending,Debit Card,Completed,Purchase,2022-05-16,29,0
9282,Support Request,Pending,PayPal,Refunded,Refund,2022-05-16,29,0
10251,Support Request,Implemented,PayPal,Refunded,Refund,2022-05-16,29,0
8383,Complaint,Unresolved,Debit Card,Completed,Purchase,2022-05-17,29,0
8383,Feedback,Unresolved,Debit Card,Completed,Purchase,2022-05-17,29,0
743,Complaint,Resolved,Debit Card,Pending,Purchase,2022-05-17,29,0
4496,Feedback,Unresolved,PayPal,Pending,Refund,2022-05-17,29,0
2963,Complaint,Pending,Credit Card,Pending,Purchase,2022-05-18,29,0
2963,Complaint,Pending,Credit Card,Refunded,Purchase,2022-05-18,29,0
2963,Feedback,Implemented,Credit Card,Pending,Purchase,2022-05-18,29,0
2963,Feedback,Implemented,Credit Card,Refunded,Purchase,2022-05-18,29,0
1751,Support Request,Implemented,PayPal,Completed,Refund,2022-05-18,29,0
5509,Complaint,Implemented,PayPal,Pending,Refund,2022-05-18,29,0
5509,Support Request,Implemented,PayPal,Pending,Refund,2022-05-18,29,0
6477,Complaint,Pending,Credit Card,Completed,Purchase,2022-05-18,29,0
6477,Complaint,Pending,Credit Card,Pending,Refund,2022-05-18,29,0
6477,Complaint,Pending,PayPal,Refunded,Refund,2022-05-18,29,0
6477,Support Request,Unresolved,Credit Card,Completed,Purchase,2022-05-18,29,0
6477,Support Request,Unresolved,Credit Card,Pending,Refund,2022-05-18,29,0
6477,Support Request,Unresolved,PayPal,Refunded,Refund,2022-05-18,29,0
5549,Complaint,Pending,Debit Card,Refunded,Refund,2022-05-19,29,0
5549,Feedback,Implemented,Debit Card,Refunded,Refund,2022-05-19,29,0
8557,Feedback,Implemented,Credit Card,Refunded,Refund,2022-05-19,29,0
8557,Feedback,Implemented,PayPal,Pending,Purchase,2022-05-19,29,0
3240,Feedback,Resolved,Credit Card,Pending,Refund,2022-05-19,29,0
3240,Feedback,Resolved,Debit Card,Pending,Refund,2022-05-19,29,0
3903,Support Request,Unresolved,Credit Card,Completed,Refund,2022-05-19,29,0
4247,Feedback,Implemented,Debit Card,Completed,Purchase,2022-05-19,29,0
4893,Complaint,Unresolved,Debit Card,Completed,Purchase,2022-05-20,29,0
4893,Complaint,Unresolved,Debit Card,Completed,Refund,2022-05-20,29,0
2454,Feedback,Resolved,PayPal,Refunded,Refund,2022-05-20,29,0
7982,Support Request,Unresolved,PayPal,Refunded,Refund,2022-05-20,29,0
8800,Feedback,Pending,Debit Card,Pending,Refund,2022-05-21,29,0
8800,Support Request,Implemented,Debit Card,Pending,Refund,2022-05-21,29,0
1073,Feedback,Resolved,Debit Card,Refunded,Purchase,2022-05-21,29,0
5221,Support Request,Resolved,Credit Card,Refunded,Purchase,2022-05-21,29,0
142,Feedback,Implemented,Debit Card,Refunded,Refund,2022-05-22,29,0
142,Feedback,Implemented,PayPal,Refunded,Refund,2022-05-22,29,0
2114,Support Request,Resolved,Debit Card,Completed,Purchase,2022-05-22,29,0
9113,Complaint,Implemented,Debit Card,Refunded,Purchase,2022-05-22,29,0
9113,Support Request,Implemented,Debit Card,Refunded,Purchase,2022-05-22,29,0
10587,Complaint,Resolved,Credit Card,Pending,Refund,2022-05-22,29,0
7326,Support Request,Implemented,Credit Card,Completed,Refund,2022-05-23,29,0
358,Feedback,Pending,Credit Card,Refunded,Purchase,2022-05-23,29,0
358,Feedback,Pending,PayPal,Pending,Purchase,2022-05-23,29,0
645,Complaint,Unresolved,Credit Card,Refunded,Refund,2022-05-23,29,0
645,Feedback,Pending,Credit Card,Refunded,Refund,2022-05-23,29,0
2690,Support Request,Pending,Credit Card,Pending,Refund,2022-05-23,29,0
2690,Support Request,Pending,PayPal,Pending,Purchase,2022-05-23,29,0
6862,Complaint,Pending,Credit Card,Pending,Refund,2022-05-24,29,0
6862,Complaint,Unresolved,Credit Card,Pending,Refund,2022-05-24,29,0
10382,Feedback,Pending,Debit Card,Pending,Refund,2022-05-24,29,0
2916,Complaint,Resolved,Credit Card,Completed,Refund,2022-05-25,29,0
2916,Complaint,Resolved,PayPal,Refunded,Refund,2022-05-25,29,0
2916,Feedback,Implemented,Credit Card,Completed,Refund,2022-05-25,29,0
2916,Feedback,Implemented,PayPal,Refunded,Refund,2022-05-25,29,0
5138,Complaint,Resolved,Credit Card,Refunded,Refund,2022-05-26,29,0
4067,Support Request,Resolved,Debit Card,Refunded,Purchase,2022-05-26,29,0
4067,Support Request,Resolved,PayPal,Refunded,Refund,2022-05-26,29,0
1142,Feedback,Implemented,Credit Card,Completed,Refund,2022-05-26,29,0
1221,Support Request,Resolved,Debit Card,Pending,Purchase,2022-05-26,29,0
1221,Support Request,Resolved,PayPal,Completed,Purchase,2022-05-26,29,0
1221,Support Request,Resolved,PayPal,Pending,Purchase,2022-05-26,29,0
1221,Support Request,Resolved,PayPal,Refunded,Purchase,2022-05-26,29,0
2500,Feedback,Unresolved,PayPal,Refunded,Refund,2022-05-26,29,0
7361,Support Request,Resolved,Debit Card,Refunded,Refund,2022-05-26,29,0
7361,Support Request,Resolved,PayPal,Completed,Refund,2022-05-26,29,0
7361,Support Request,Resolved,PayPal,Pending,Refund,2022-05-26,29,0
2450,Feedback,Resolved,Credit Card,Refunded,Refund,2022-05-27,29,0
2450,Feedback,Resolved,PayPal,Refunded,Refund,2022-05-27,29,0
